date,item,market,price_kes,unit
2024-07-02,Cabbage,Wakulima,63,per piece
2024-07-03,Tomatoes,Wakulima,86,per kg
2024-07-03,Sukuma Wiki,Wakulima,33,per bundle
2024-07-03,Onions,Wakulima,126,per kg
2024-07-03,Maize,Wakulima,163,per tin
2024-07-03,Potatoes,Wakulima,93,per kg
2024-07-03,Cabbage,Wakulima,59,per piece
2024-07-04,Tomatoes,Wakulima,83,per kg
2024-07-04,Sukuma Wiki,Wakulima,28,per bundle
2024-07-04,Onions,Wakulima,125,per kg
2024-07-04,Maize,Wakulima,145,per tin
2024-07-04,Potatoes,Wakulima,85,per kg
2024-07-04,Cabbage,Wakulima,65,per piece
2024-07-05,Tomatoes,Wakulima,80,per kg
2024-07-05,Sukuma Wiki,Wakulima,32,per bundle
2024-07-05,Onions,Wakulima,123,per kg
2024-07-05,Maize,Wakulima,159,per tin
2024-07-05,Potatoes,Wakulima,98,per kg
2024-07-05,Cabbage,Wakulima,66,per piece
2024-07-06,Tomatoes,Wakulima,91,per kg
2024-07-06,Sukuma Wiki,Wakulima,33,per bundle
2024-07-06,Onions,Wakulima,131,per kg
2024-07-06,Maize,Wakulima,148,per tin
2024-07-06,Potatoes,Wakulima,104,per kg
2024-07-06,Cabbage,Wakulima,68,per piece
2024-07-07,Tomatoes,Wakulima,82,per kg
2024-07-07,Sukuma Wiki,Wakulima,29,per bundle
2024-07-07,Onions,Wakulima,132,per kg
2024-07-07,Maize,Wakulima,155,per tin
2024-07-07,Potatoes,Wakulima,93,per kg
2024-07-07,Cabbage,Wakulima,58,per piece
2024-07-08,Tomatoes,Wakulima,88,per kg
2024-07-08,Sukuma Wiki,Wakulima,31,per bundle
2024-07-08,Onions,Wakulima,120,per kg
2024-07-08,Maize,Wakulima,143,per tin
2024-07-08,Potatoes,Wakulima,94,per kg
2024-07-08,Cabbage,Wakulima,55,per piece
2024-07-09,Tomatoes,Wakulima,86,per kg
2024-07-09,Sukuma Wiki,Wakulima,28,per bundle
2024-07-09,Onions,Wakulima,120,per kg
2024-07-09,Maize,Wakulima,148,per tin
2024-07-09,Potatoes,Wakulima,89,per kg
2024-07-09,Cabbage,Wakulima,63,per piece
2024-07-10,Tomatoes,Wakulima,86,per kg
2024-07-10,Sukuma Wiki,Wakulima,31,per bundle
2024-07-10,Onions,Wakulima,114,per kg
2024-07-10,Maize,Wakulima,141,per tin
2024-07-10,Potatoes,Wakulima,85,per kg
2024-07-10,Cabbage,Wakulima,62,per piece
2024-07-11,Tomatoes,Wakulima,84,per kg
2024-07-11,Sukuma Wiki,Wakulima,28,per bundle
2024-07-11,Onions,Wakulima,125,per kg
2024-07-11,Maize,Wakulima,152,per tin
2024-07-11,Potatoes,Wakulima,91,per kg
2024-07-11,Cabbage,Wakulima,58,per piece
2024-07-12,Tomatoes,Wakulima,86,per kg
2024-07-12,Sukuma Wiki,Wakulima,27,per bundle
2024-07-12,Onions,Wakulima,121,per kg
2024-07-12,Maize,Wakulima,147,per tin
2024-07-12,Potatoes,Wakulima,95,per kg
2024-07-12,Cabbage,Wakulima,60,per piece
2024-07-13,Tomatoes,Wakulima,88,per kg
2024-07-13,Sukuma Wiki,Wakulima,28,per bundle
2024-07-13,Onions,Wakulima,126,per kg
2024-07-13,Maize,Wakulima,162,per tin
2024-07-13,Potatoes,Wakulima,87,per kg
2024-07-13,Cabbage,Wakulima,61,per piece
2024-07-14,Tomatoes,Wakulima,81,per kg
2024-07-14,Sukuma Wiki,Wakulima,29,per bundle
2024-07-14,Onions,Wakulima,123,per kg
2024-07-14,Maize,Wakulima,155,per tin
2024-07-14,Potatoes,Wakulima,87,per kg
2024-07-14,Cabbage,Wakulima,67,per piece
2024-07-15,Tomatoes,Wakulima,77,per kg
2024-07-15,Sukuma Wiki,Wakulima,29,per bundle
2024-07-15,Onions,Wakulima,126,per kg
2024-07-15,Maize,Wakulima,152,per tin
2024-07-15,Potatoes,Wakulima,98,per kg
2024-07-15,Cabbage,Wakulima,64,per piece
2024-07-16,Tomatoes,Wakulima,75,per kg
2024-07-16,Sukuma Wiki,Wakulima,33,per bundle
2024-07-16,Onions,Wakulima,113,per kg
2024-07-16,Maize,Wakulima,140,per tin
2024-07-16,Potatoes,Wakulima,99,per kg
2024-07-16,Cabbage,Wakulima,65,per piece
2024-07-17,Tomatoes,Wakulima,83,per kg
2024-07-17,Sukuma Wiki,Wakulima,31,per bundle
2024-07-17,Onions,Wakulima,126,per kg
2024-07-17,Maize,Wakulima,150,per tin
2024-07-17,Potatoes,Wakulima,85,per kg
2024-07-17,Cabbage,Wakulima,55,per piece
2024-07-18,Tomatoes,Wakulima,79,per kg
2024-07-18,Sukuma Wiki,Wakulima,33,per bundle
2024-07-18,Onions,Wakulima,124,per kg
2024-07-18,Maize,Wakulima,160,per tin
2024-07-18,Potatoes,Wakulima,99,per kg
2024-07-18,Cabbage,Wakulima,56,per piece
2024-07-19,Tomatoes,Wakulima,87,per kg
2024-07-19,Sukuma Wiki,Wakulima,28,per bundle
2024-07-19,Onions,Wakulima,124,per kg
2024-07-19,Maize,Wakulima,153,per tin
2024-07-19,Potatoes,Wakulima,90,per kg
2024-07-19,Cabbage,Wakulima,58,per piece
2024-07-20,Tomatoes,Wakulima,83,per kg
2024-07-20,Sukuma Wiki,Wakulima,31,per bundle
2024-07-20,Onions,Wakulima,121,per kg
2024-07-20,Maize,Wakulima,160,per tin
2024-07-20,Potatoes,Wakulima,89,per kg
2024-07-20,Cabbage,Wakulima,64,per piece
2024-07-21,Tomatoes,Wakulima,92,per kg
2024-07-21,Sukuma Wiki,Wakulima,31,per bundle
2024-07-21,Onions,Wakulima,133,per kg
2024-07-21,Maize,Wakulima,167,per tin
2024-07-21,Potatoes,Wakulima,102,per kg
2024-07-21,Cabbage,Wakulima,61,per piece
2024-07-22,Tomatoes,Wakulima,76,per kg
2024-07-22,Sukuma Wiki,Wakulima,28,per bundle
2024-07-22,Onions,Wakulima,124,per kg
2024-07-22,Maize,Wakulima,158,per tin
2024-07-22,Potatoes,Wakulima,95,per kg
2024-07-22,Cabbage,Wakulima,57,per piece
2024-07-23,Tomatoes,Wakulima,86,per kg
2024-07-23,Sukuma Wiki,Wakulima,30,per bundle
2024-07-23,Onions,Wakulima,127,per kg
2024-07-23,Maize,Wakulima,158,per tin
2024-07-23,Potatoes,Wakulima,91,per kg
2024-07-23,Cabbage,Wakulima,66,per piece
2024-07-24,Tomatoes,Wakulima,83,per kg
2024-07-24,Sukuma Wiki,Wakulima,31,per bundle
2024-07-24,Onions,Wakulima,125,per kg
2024-07-24,Maize,Wakulima,161,per tin
2024-07-24,Potatoes,Wakulima,94,per kg
2024-07-24,Cabbage,Wakulima,56,per piece
2024-07-25,Tomatoes,Wakulima,75,per kg
2024-07-25,Sukuma Wiki,Wakulima,30,per bundle
2024-07-25,Onions,Wakulima,118,per kg
2024-07-25,Maize,Wakulima,147,per tin
2024-07-25,Potatoes,Wakulima,84,per kg
2024-07-25,Cabbage,Wakulima,61,per piece
2024-07-26,Tomatoes,Wakulima,79,per kg
2024-07-26,Sukuma Wiki,Wakulima,30,per bundle
2024-07-26,Onions,Wakulima,113,per kg
2024-07-26,Maize,Wakulima,160,per tin
2024-07-26,Potatoes,Wakulima,84,per kg
2024-07-26,Cabbage,Wakulima,65,per piece
2024-07-27,Tomatoes,Wakulima,92,per kg
2024-07-27,Sukuma Wiki,Wakulima,33,per bundle
2024-07-27,Onions,Wakulima,128,per kg
2024-07-27,Maize,Wakulima,159,per tin
2024-07-27,Potatoes,Wakulima,97,per kg
2024-07-27,Cabbage,Wakulima,67,per piece
2024-07-28,Tomatoes,Wakulima,92,per kg
2024-07-28,Sukuma Wiki,Wakulima,31,per bundle
2024-07-28,Onions,Wakulima,134,per kg
2024-07-28,Maize,Wakulima,163,per tin
2024-07-28,Potatoes,Wakulima,93,per kg
2024-07-28,Cabbage,Wakulima,63,per piece
2024-07-29,Tomatoes,Wakulima,76,per kg
2024-07-29,Sukuma Wiki,Wakulima,27,per bundle
2024-07-29,Onions,Wakulima,114,per kg
2024-07-29,Maize,Wakulima,162,per tin
2024-07-29,Potatoes,Wakulima,89,per kg
2024-07-29,Cabbage,Wakulima,63,per piece
2024-07-30,Tomatoes,Wakulima,82,per kg
2024-07-30,Sukuma Wiki,Wakulima,28,per bundle
2024-07-30,Onions,Wakulima,117,per kg
2024-07-30,Maize,Wakulima,151,per tin
2024-07-30,Potatoes,Wakulima,91,per kg
2024-07-30,Cabbage,Wakulima,61,per piece
2024-07-31,Tomatoes,Wakulima,76,per kg
2024-07-31,Sukuma Wiki,Wakulima,29,per bundle
2024-07-31,Onions,Wakulima,118,per kg
2024-07-31,Maize,Wakulima,150,per tin
2024-07-31,Potatoes,Wakulima,89,per kg
2024-07-31,Cabbage,Wakulima,62,per piece
2024-08-01,Tomatoes,Wakulima,86,per kg
2024-08-01,Sukuma Wiki,Wakulima,32,per bundle
2024-08-01,Onions,Wakulima,113,per kg
2024-08-01,Maize,Wakulima,142,per tin
2024-08-01,Potatoes,Wakulima,95,per kg
2024-08-01,Cabbage,Wakulima,58,per piece
2024-08-02,Tomatoes,Wakulima,85,per kg
2024-08-02,Sukuma Wiki,Wakulima,32,per bundle
2024-08-02,Onions,Wakulima,130,per kg
2024-08-02,Maize,Wakulima,161,per tin
2024-08-02,Potatoes,Wakulima,89,per kg
2024-08-02,Cabbage,Wakulima,62,per piece
2024-08-03,Tomatoes,Wakulima,80,per kg
2024-08-03,Sukuma Wiki,Wakulima,31,per bundle
2024-08-03,Onions,Wakulima,138,per kg
2024-08-03,Maize,Wakulima,165,per tin
2024-08-03,Potatoes,Wakulima,95,per kg
2024-08-03,Cabbage,Wakulima,65,per piece
2024-08-04,Tomatoes,Wakulima,93,per kg
2024-08-04,Sukuma Wiki,Wakulima,30,per bundle
2024-08-04,Onions,Wakulima,126,per kg
2024-08-04,Maize,Wakulima,167,per tin
2024-08-04,Potatoes,Wakulima,102,per kg
2024-08-04,Cabbage,Wakulima,66,per piece
2024-08-05,Tomatoes,Wakulima,87,per kg
2024-08-05,Sukuma Wiki,Wakulima,32,per bundle
2024-08-05,Onions,Wakulima,126,per kg
2024-08-05,Maize,Wakulima,153,per tin
2024-08-05,Potatoes,Wakulima,95,per kg
2024-08-05,Cabbage,Wakulima,60,per piece
2024-08-06,Tomatoes,Wakulima,80,per kg
2024-08-06,Sukuma Wiki,Wakulima,29,per bundle
2024-08-06,Onions,Wakulima,116,per kg
2024-08-06,Maize,Wakulima,145,per tin
2024-08-06,Potatoes,Wakulima,100,per kg
2024-08-06,Cabbage,Wakulima,61,per piece
2024-08-07,Tomatoes,Wakulima,78,per kg
2024-08-07,Sukuma Wiki,Wakulima,27,per bundle
2024-08-07,Onions,Wakulima,114,per kg
2024-08-07,Maize,Wakulima,161,per tin
2024-08-07,Potatoes,Wakulima,85,per kg
2024-08-07,Cabbage,Wakulima,64,per piece
2024-08-08,Tomatoes,Wakulima,87,per kg
2024-08-08,Sukuma Wiki,Wakulima,33,per bundle
2024-08-08,Onions,Wakulima,113,per kg
2024-08-08,Maize,Wakulima,148,per tin
2024-08-08,Potatoes,Wakulima,97,per kg
2024-08-08,Cabbage,Wakulima,56,per piece
2024-08-09,Tomatoes,Wakulima,80,per kg
2024-08-09,Sukuma Wiki,Wakulima,28,per bundle
2024-08-09,Onions,Wakulima,129,per kg
2024-08-09,Maize,Wakulima,159,per tin
2024-08-09,Potatoes,Wakulima,97,per kg
2024-08-09,Cabbage,Wakulima,57,per piece
2024-08-10,Tomatoes,Wakulima,85,per kg
2024-08-10,Sukuma Wiki,Wakulima,31,per bundle
2024-08-10,Onions,Wakulima,132,per kg
2024-08-10,Maize,Wakulima,154,per tin
2024-08-10,Potatoes,Wakulima,96,per kg
2024-08-10,Cabbage,Wakulima,61,per piece
2024-08-11,Tomatoes,Wakulima,90,per kg
2024-08-11,Sukuma Wiki,Wakulima,31,per bundle
2024-08-11,Onions,Wakulima,129,per kg
2024-08-11,Maize,Wakulima,155,per tin
2024-08-11,Potatoes,Wakulima,102,per kg
2024-08-11,Cabbage,Wakulima,63,per piece
2024-08-12,Tomatoes,Wakulima,87,per kg
2024-08-12,Sukuma Wiki,Wakulima,29,per bundle
2024-08-12,Onions,Wakulima,131,per kg
2024-08-12,Maize,Wakulima,164,per tin
2024-08-12,Potatoes,Wakulima,91,per kg
2024-08-12,Cabbage,Wakulima,58,per piece
2024-08-13,Tomatoes,Wakulima,80,per kg
2024-08-13,Sukuma Wiki,Wakulima,31,per bundle
2024-08-13,Onions,Wakulima,132,per kg
2024-08-13,Maize,Wakulima,160,per tin
2024-08-13,Potatoes,Wakulima,97,per kg
2024-08-13,Cabbage,Wakulima,56,per piece
2024-08-14,Tomatoes,Wakulima,78,per kg
2024-08-14,Sukuma Wiki,Wakulima,32,per bundle
2024-08-14,Onions,Wakulima,130,per kg
2024-08-14,Maize,Wakulima,154,per tin
2024-08-14,Potatoes,Wakulima,85,per kg
2024-08-14,Cabbage,Wakulima,65,per piece
2024-08-15,Tomatoes,Wakulima,88,per kg
2024-08-15,Sukuma Wiki,Wakulima,29,per bundle
2024-08-15,Onions,Wakulima,128,per kg
2024-08-15,Maize,Wakulima,147,per tin
2024-08-15,Potatoes,Wakulima,99,per kg
2024-08-15,Cabbage,Wakulima,57,per piece
2024-08-16,Tomatoes,Wakulima,81,per kg
2024-08-16,Sukuma Wiki,Wakulima,34,per bundle
2024-08-16,Onions,Wakulima,117,per kg
2024-08-16,Maize,Wakulima,151,per tin
2024-08-16,Potatoes,Wakulima,89,per kg
2024-08-16,Cabbage,Wakulima,55,per piece
2024-08-17,Tomatoes,Wakulima,79,per kg
2024-08-17,Sukuma Wiki,Wakulima,32,per bundle
2024-08-17,Onions,Wakulima,123,per kg
2024-08-17,Maize,Wakulima,172,per tin
2024-08-17,Potatoes,Wakulima,94,per kg
2024-08-17,Cabbage,Wakulima,58,per piece
2024-08-18,Tomatoes,Wakulima,93,per kg
2024-08-18,Sukuma Wiki,Wakulima,35,per bundle
2024-08-18,Onions,Wakulima,131,per kg
2024-08-18,Maize,Wakulima,167,per tin
2024-08-18,Potatoes,Wakulima,90,per kg
2024-08-18,Cabbage,Wakulima,61,per piece
2024-08-19,Tomatoes,Wakulima,87,per kg
2024-08-19,Sukuma Wiki,Wakulima,32,per bundle
2024-08-19,Onions,Wakulima,115,per kg
2024-08-19,Maize,Wakulima,157,per tin
2024-08-19,Potatoes,Wakulima,91,per kg
2024-08-19,Cabbage,Wakulima,55,per piece
2024-08-20,Tomatoes,Wakulima,75,per kg
2024-08-20,Sukuma Wiki,Wakulima,28,per bundle
2024-08-20,Onions,Wakulima,129,per kg
2024-08-20,Maize,Wakulima,154,per tin
2024-08-20,Potatoes,Wakulima,96,per kg
2024-08-20,Cabbage,Wakulima,61,per piece
2024-08-21,Tomatoes,Wakulima,76,per kg
2024-08-21,Sukuma Wiki,Wakulima,29,per bundle
2024-08-21,Onions,Wakulima,118,per kg
2024-08-21,Maize,Wakulima,142,per tin
2024-08-21,Potatoes,Wakulima,91,per kg
2024-08-21,Cabbage,Wakulima,64,per piece
2024-08-22,Tomatoes,Wakulima,81,per kg
2024-08-22,Sukuma Wiki,Wakulima,27,per bundle
2024-08-22,Onions,Wakulima,130,per kg
2024-08-22,Maize,Wakulima,155,per tin
2024-08-22,Potatoes,Wakulima,83,per kg
2024-08-22,Cabbage,Wakulima,61,per piece
2024-08-23,Tomatoes,Wakulima,78,per kg
2024-08-23,Sukuma Wiki,Wakulima,28,per bundle
2024-08-23,Onions,Wakulima,121,per kg
2024-08-23,Maize,Wakulima,155,per tin
2024-08-23,Potatoes,Wakulima,87,per kg
2024-08-23,Cabbage,Wakulima,60,per piece
2024-08-24,Tomatoes,Wakulima,89,per kg
2024-08-24,Sukuma Wiki,Wakulima,29,per bundle
2024-08-24,Onions,Wakulima,138,per kg
2024-08-24,Maize,Wakulima,150,per tin
2024-08-24,Potatoes,Wakulima,97,per kg
2024-08-24,Cabbage,Wakulima,64,per piece
2024-08-25,Tomatoes,Wakulima,94,per kg
2024-08-25,Sukuma Wiki,Wakulima,32,per bundle
2024-08-25,Onions,Wakulima,126,per kg
2024-08-25,Maize,Wakulima,159,per tin
2024-08-25,Potatoes,Wakulima,99,per kg
2024-08-25,Cabbage,Wakulima,70,per piece
2024-08-26,Tomatoes,Wakulima,78,per kg
2024-08-26,Sukuma Wiki,Wakulima,27,per bundle
2024-08-26,Onions,Wakulima,128,per kg
2024-08-26,Maize,Wakulima,149,per tin
2024-08-26,Potatoes,Wakulima,96,per kg
2024-08-26,Cabbage,Wakulima,62,per piece
2024-08-27,Tomatoes,Wakulima,86,per kg
2024-08-27,Sukuma Wiki,Wakulima,32,per bundle
2024-08-27,Onions,Wakulima,119,per kg
2024-08-27,Maize,Wakulima,142,per tin
2024-08-27,Potatoes,Wakulima,93,per kg
2024-08-27,Cabbage,Wakulima,65,per piece
2024-08-28,Tomatoes,Wakulima,77,per kg
2024-08-28,Sukuma Wiki,Wakulima,33,per bundle
2024-08-28,Onions,Wakulima,122,per kg
2024-08-28,Maize,Wakulima,157,per tin
2024-08-28,Potatoes,Wakulima,94,per kg
2024-08-28,Cabbage,Wakulima,65,per piece
2024-08-29,Tomatoes,Wakulima,75,per kg
2024-08-29,Sukuma Wiki,Wakulima,33,per bundle
2024-08-29,Onions,Wakulima,122,per kg
2024-08-29,Maize,Wakulima,148,per tin
2024-08-29,Potatoes,Wakulima,84,per kg
2024-08-29,Cabbage,Wakulima,57,per piece
2024-08-30,Tomatoes,Wakulima,75,per kg
2024-08-30,Sukuma Wiki,Wakulima,34,per bundle
2024-08-30,Onions,Wakulima,123,per kg
2024-08-30,Maize,Wakulima,164,per tin
2024-08-30,Potatoes,Wakulima,93,per kg
2024-08-30,Cabbage,Wakulima,58,per piece
2024-08-31,Tomatoes,Wakulima,90,per kg
2024-08-31,Sukuma Wiki,Wakulima,29,per bundle
2024-08-31,Onions,Wakulima,126,per kg
2024-08-31,Maize,Wakulima,167,per tin
2024-08-31,Potatoes,Wakulima,103,per kg
2024-08-31,Cabbage,Wakulima,62,per piece
2024-09-01,Tomatoes,Wakulima,80,per kg
2024-09-01,Sukuma Wiki,Wakulima,31,per bundle
2024-09-01,Onions,Wakulima,136,per kg
2024-09-01,Maize,Wakulima,166,per tin
2024-09-01,Potatoes,Wakulima,104,per kg
2024-09-01,Cabbage,Wakulima,62,per piece
2024-09-02,Tomatoes,Wakulima,90,per kg
2024-09-02,Sukuma Wiki,Wakulima,30,per bundle
2024-09-02,Onions,Wakulima,122,per kg
2024-09-02,Maize,Wakulima,163,per tin
2024-09-02,Potatoes,Wakulima,92,per kg
2024-09-02,Cabbage,Wakulima,64,per piece
2024-09-03,Tomatoes,Wakulima,86,per kg
2024-09-03,Sukuma Wiki,Wakulima,27,per bundle
2024-09-03,Onions,Wakulima,124,per kg
2024-09-03,Maize,Wakulima,160,per tin
2024-09-03,Potatoes,Wakulima,93,per kg
2024-09-03,Cabbage,Wakulima,59,per piece
2024-09-04,Tomatoes,Wakulima,75,per kg
2024-09-04,Sukuma Wiki,Wakulima,32,per bundle
2024-09-04,Onions,Wakulima,119,per kg
2024-09-04,Maize,Wakulima,155,per tin
2024-09-04,Potatoes,Wakulima,91,per kg
2024-09-04,Cabbage,Wakulima,63,per piece
2024-09-05,Tomatoes,Wakulima,80,per kg
2024-09-05,Sukuma Wiki,Wakulima,27,per bundle
2024-09-05,Onions,Wakulima,130,per kg
2024-09-05,Maize,Wakulima,149,per tin
2024-09-05,Potatoes,Wakulima,101,per kg
2024-09-05,Cabbage,Wakulima,58,per piece
2024-09-06,Tomatoes,Wakulima,90,per kg
2024-09-06,Sukuma Wiki,Wakulima,34,per bundle
2024-09-06,Onions,Wakulima,114,per kg
2024-09-06,Maize,Wakulima,156,per tin
2024-09-06,Potatoes,Wakulima,90,per kg
2024-09-06,Cabbage,Wakulima,64,per piece
2024-09-07,Tomatoes,Wakulima,89,per kg
2024-09-07,Sukuma Wiki,Wakulima,36,per bundle
2024-09-07,Onions,Wakulima,121,per kg
2024-09-07,Maize,Wakulima,163,per tin
2024-09-07,Potatoes,Wakulima,102,per kg
2024-09-07,Cabbage,Wakulima,58,per piece
2024-09-08,Tomatoes,Wakulima,79,per kg
2024-09-08,Sukuma Wiki,Wakulima,34,per bundle
2024-09-08,Onions,Wakulima,126,per kg
2024-09-08,Maize,Wakulima,157,per tin
2024-09-08,Potatoes,Wakulima,98,per kg
2024-09-08,Cabbage,Wakulima,65,per piece
2024-09-09,Tomatoes,Wakulima,85,per kg
2024-09-09,Sukuma Wiki,Wakulima,34,per bundle
2024-09-09,Onions,Wakulima,120,per kg
2024-09-09,Maize,Wakulima,159,per tin
2024-09-09,Potatoes,Wakulima,94,per kg
2024-09-09,Cabbage,Wakulima,61,per piece
2024-09-10,Tomatoes,Wakulima,81,per kg
2024-09-10,Sukuma Wiki,Wakulima,32,per bundle
2024-09-10,Onions,Wakulima,117,per kg
2024-09-10,Maize,Wakulima,143,per tin
2024-09-10,Potatoes,Wakulima,96,per kg
2024-09-10,Cabbage,Wakulima,61,per piece
2024-09-11,Tomatoes,Wakulima,80,per kg
2024-09-11,Sukuma Wiki,Wakulima,31,per bundle
2024-09-11,Onions,Wakulima,118,per kg
2024-09-11,Maize,Wakulima,147,per tin
2024-09-11,Potatoes,Wakulima,91,per kg
2024-09-11,Cabbage,Wakulima,67,per piece
2024-09-12,Tomatoes,Wakulima,79,per kg
2024-09-12,Sukuma Wiki,Wakulima,34,per bundle
2024-09-12,Onions,Wakulima,122,per kg
2024-09-12,Maize,Wakulima,144,per tin
2024-09-12,Potatoes,Wakulima,99,per kg
2024-09-12,Cabbage,Wakulima,60,per piece
2024-09-13,Tomatoes,Wakulima,89,per kg
2024-09-13,Sukuma Wiki,Wakulima,30,per bundle
2024-09-13,Onions,Wakulima,114,per kg
2024-09-13,Maize,Wakulima,157,per tin
2024-09-13,Potatoes,Wakulima,98,per kg
2024-09-13,Cabbage,Wakulima,59,per piece
2024-09-14,Tomatoes,Wakulima,84,per kg
2024-09-14,Sukuma Wiki,Wakulima,28,per bundle
2024-09-14,Onions,Wakulima,130,per kg
2024-09-14,Maize,Wakulima,170,per tin
2024-09-14,Potatoes,Wakulima,103,per kg
2024-09-14,Cabbage,Wakulima,66,per piece
2024-09-15,Tomatoes,Wakulima,93,per kg
2024-09-15,Sukuma Wiki,Wakulima,33,per bundle
2024-09-15,Onions,Wakulima,135,per kg
2024-09-15,Maize,Wakulima,160,per tin
2024-09-15,Potatoes,Wakulima,90,per kg
2024-09-15,Cabbage,Wakulima,60,per piece
2024-09-16,Tomatoes,Wakulima,76,per kg
2024-09-16,Sukuma Wiki,Wakulima,33,per bundle
2024-09-16,Onions,Wakulima,113,per kg
2024-09-16,Maize,Wakulima,154,per tin
2024-09-16,Potatoes,Wakulima,90,per kg
2024-09-16,Cabbage,Wakulima,64,per piece
2024-09-17,Tomatoes,Wakulima,83,per kg
2024-09-17,Sukuma Wiki,Wakulima,31,per bundle
2024-09-17,Onions,Wakulima,114,per kg
2024-09-17,Maize,Wakulima,148,per tin
2024-09-17,Potatoes,Wakulima,101,per kg
2024-09-17,Cabbage,Wakulima,63,per piece
2024-09-18,Tomatoes,Wakulima,83,per kg
2024-09-18,Sukuma Wiki,Wakulima,33,per bundle
2024-09-18,Onions,Wakulima,129,per kg
2024-09-18,Maize,Wakulima,142,per tin
2024-09-18,Potatoes,Wakulima,101,per kg
2024-09-18,Cabbage,Wakulima,63,per piece
2024-09-19,Tomatoes,Wakulima,81,per kg
2024-09-19,Sukuma Wiki,Wakulima,32,per bundle
2024-09-19,Onions,Wakulima,119,per kg
2024-09-19,Maize,Wakulima,162,per tin
2024-09-19,Potatoes,Wakulima,97,per kg
2024-09-19,Cabbage,Wakulima,63,per piece
2024-09-20,Tomatoes,Wakulima,77,per kg
2024-09-20,Sukuma Wiki,Wakulima,34,per bundle
2024-09-20,Onions,Wakulima,121,per kg
2024-09-20,Maize,Wakulima,163,per tin
2024-09-20,Potatoes,Wakulima,84,per kg
2024-09-20,Cabbage,Wakulima,56,per piece
2024-09-21,Tomatoes,Wakulima,81,per kg
2024-09-21,Sukuma Wiki,Wakulima,29,per bundle
2024-09-21,Onions,Wakulima,125,per kg
2024-09-21,Maize,Wakulima,165,per tin
2024-09-21,Potatoes,Wakulima,94,per kg
2024-09-21,Cabbage,Wakulima,69,per piece
2024-09-22,Tomatoes,Wakulima,93,per kg
2024-09-22,Sukuma Wiki,Wakulima,35,per bundle
2024-09-22,Onions,Wakulima,124,per kg
2024-09-22,Maize,Wakulima,164,per tin
2024-09-22,Potatoes,Wakulima,98,per kg
2024-09-22,Cabbage,Wakulima,59,per piece
2024-09-23,Tomatoes,Wakulima,79,per kg
2024-09-23,Sukuma Wiki,Wakulima,31,per bundle
2024-09-23,Onions,Wakulima,123,per kg
2024-09-23,Maize,Wakulima,145,per tin
2024-09-23,Potatoes,Wakulima,100,per kg
2024-09-23,Cabbage,Wakulima,57,per piece
2024-09-24,Tomatoes,Wakulima,85,per kg
2024-09-24,Sukuma Wiki,Wakulima,32,per bundle
2024-09-24,Onions,Wakulima,125,per kg
2024-09-24,Maize,Wakulima,161,per tin
2024-09-24,Potatoes,Wakulima,93,per kg
2024-09-24,Cabbage,Wakulima,65,per piece
2024-09-25,Tomatoes,Wakulima,75,per kg
2024-09-25,Sukuma Wiki,Wakulima,27,per bundle
2024-09-25,Onions,Wakulima,125,per kg
2024-09-25,Maize,Wakulima,155,per tin
2024-09-25,Potatoes,Wakulima,95,per kg
2024-09-25,Cabbage,Wakulima,64,per piece
2024-09-26,Tomatoes,Wakulima,81,per kg
2024-09-26,Sukuma Wiki,Wakulima,32,per bundle
2024-09-26,Onions,Wakulima,123,per kg
2024-09-26,Maize,Wakulima,156,per tin
2024-09-26,Potatoes,Wakulima,89,per kg
2024-09-26,Cabbage,Wakulima,66,per piece
2024-09-27,Tomatoes,Wakulima,82,per kg
2024-09-27,Sukuma Wiki,Wakulima,33,per bundle
2024-09-27,Onions,Wakulima,126,per kg
2024-09-27,Maize,Wakulima,148,per tin
2024-09-27,Potatoes,Wakulima,85,per kg
2024-09-27,Cabbage,Wakulima,56,per piece
2024-09-28,Tomatoes,Wakulima,86,per kg
2024-09-28,Sukuma Wiki,Wakulima,32,per bundle
2024-09-28,Onions,Wakulima,123,per kg
2024-09-28,Maize,Wakulima,163,per tin
2024-09-28,Potatoes,Wakulima,94,per kg
2024-09-28,Cabbage,Wakulima,67,per piece
2024-09-29,Tomatoes,Wakulima,90,per kg
2024-09-29,Sukuma Wiki,Wakulima,35,per bundle
2024-09-29,Onions,Wakulima,138,per kg
2024-09-29,Maize,Wakulima,152,per tin
2024-09-29,Potatoes,Wakulima,95,per kg
2024-09-29,Cabbage,Wakulima,65,per piece
2024-09-30,Tomatoes,Wakulima,79,per kg
2024-09-30,Sukuma Wiki,Wakulima,30,per bundle
2024-09-30,Onions,Wakulima,118,per kg
2024-09-30,Maize,Wakulima,147,per tin
2024-09-30,Potatoes,Wakulima,85,per kg
2024-09-30,Cabbage,Wakulima,58,per piece
2024-10-01,Tomatoes,Wakulima,89,per kg
2024-10-01,Sukuma Wiki,Wakulima,34,per bundle
2024-10-01,Onions,Wakulima,130,per kg
2024-10-01,Maize,Wakulima,177,per tin
2024-10-01,Potatoes,Wakulima,95,per kg
2024-10-01,Cabbage,Wakulima,65,per piece
2024-10-02,Tomatoes,Wakulima,92,per kg
2024-10-02,Sukuma Wiki,Wakulima,32,per bundle
2024-10-02,Onions,Wakulima,140,per kg
2024-10-02,Maize,Wakulima,168,per tin
2024-10-02,Potatoes,Wakulima,102,per kg
